model,clip,ground_truth,hypothesis,wer,latency_s
small.en,652-130726-0029,strain the sauce through a fine collander and add a few raisins a piece of honey cake or ginger snaps and the meat of one fresh tomato,"Strain the sauce through a fine colander and add a few raisins, a piece of honey cake or ginger snaps, and the meat of one fresh tomato.",0.0370,0.2922
small.en,3853-163249-0003,nothing can surprise me now i'm prepared for any thing even the sight of my quakerish lover dancing a jig,"Nothing can surprise me now. I'm prepared for anything, even the sight of my Quakerish lover dancing a jig.",0.1000,0.3585
small.en,5895-34622-0015,phoebe cooked venus scrubbed the temple,"Phoebe Cooked, Venus Scrub the Temple.",0.1667,0.1171
small.en,652-130726-0035,in addition to abalone's the hof brau makes a specialty of little oregon crawfish,"In addition to abalone's, the Hofbro makes a specialty of little Oregon crawfish.",0.1429,0.1579
small.en,2277-149896-0030,he began to wish that he had compromised in some way or other that he had sent the money perhaps he could do it up here,"He began to wish that he had compromised in some way or other, that he had sent the money. Perhaps he could do it up here.",0.0000,0.2558
small.en,2902-9006-0012,tribe after tribe was crowding down to the alps and trampling upon each other on the frontiers of the empire,Tribe after tribe was crowding down to the Alps and trampling upon each other on the frontiers of the empire.,0.0000,0.1575
small.en,6319-64726-0017,the lady in waiting became very impatient and at length announced to the princess that they all waited for her,"The lady in waiting became very impatient, and at length announced to the princess that they all waited for her.",0.0000,0.1709
small.en,5895-34622-0010,the effect of his appearance had been surprising,The effect of his appearance had been surprising.,0.0000,0.0901
small.en,1919-142785-0030,mode put the whole of the ingredients into a bottle and let it remain for a fortnight in a warm place occasionally shaking up the contents,"MODE Put the whole of the ingredients into a bottle and let it remain for a fortnight in a warm place, occasionally shaking up the contents.",0.0000,0.1907
small.en,1462-170142-0036,you ask me to stay away from you because you want me,You ask me to stay away from you because you want me?,0.0000,0.1532
small.en,6241-66616-0011,consequently both mother and father began their education at the post they were sent to the factor's school and two winters were passed in port arthur that they might have the advantage of thoroughly equipped schools,"Consequently, both mother and father began their education at the post. They were sent to the factor school, and two winters were passed in Port Arthur that they might have the advantage of thoroughly equipped schools.",0.0278,0.3452
small.en,5694-64029-0022,the leaden hail storm swept them off the field they fell back and re formed,The leaden hailstorm swept them off the field. They fell back and reformed.,0.2667,0.1443
small.en,3752-4943-0019,what does he care care,What does he care? Care.,0.0000,0.1024
small.en,2428-83699-0034,presently feet were heard advancing along the passage several pairs it seemed and a light gleamed through the window over the door,"Presently feet were heard advancing along the passage, several pairs it seemed, and a light gleamed through the window over the door.",0.0000,0.1526
small.en,8297-275155-0014,you shall hear how my divorced daughter and my poor little grandchild were treated at sandyseal after you left us,You shall hear how my divorced daughter and my poor little grandchild were treated at Sandy Seal after you left us.,0.1000,0.1949
small.en,6313-66125-0006,no i am the lighter of the two urged tad,"No, I am the lighter of the two, Urged Head.",0.1000,0.1041
small.en,1462-170142-0041,she slid to the floor beside him as if she were too tired to sit up any longer,"She slid to the floor beside him, as if she were too tired to sit up any longer.",0.0000,0.2053
small.en,1988-147956-0023,antonia pointed up to the sky and questioned me with her glance,Antonya pointed up to the sky and questioned me with her glance.,0.0833,0.1084
small.en,6319-275224-0013,oh that she were once more climbing up the friendly fir pole,"Oh, that she were once more climbing up the friendly fur pole!",0.0833,0.1318
small.en,1993-147964-0001,anyway he would never allow one of his horses to be put to such a strain,"Anyway, he would never allow one of his horses to be put to such a strain.",0.0000,0.1678
small.en,3853-163249-0024,next evening as missus sterling sat alone in the twilight a tall man in army blue entered quietly stood watching the tranquil figure for a moment then went and knelt down beside it saying with a most unsoldierly choke in the voice,"Next evening, as Mrs. Sterling sat alone in the twilight, a tall man in army blue entered quietly, stood watching the tranquil figure for a moment, then went and knelt down beside it, saying, with a most unsoldily choke in the voice,",0.0476,0.3680
small.en,84-121550-0032,so low he fell that all appliances for his salvation were already short save showing him the people of perdition,So low he fell that all appliances for his salvation were already short save showing him the people of perdition.,0.0000,0.1671
small.en,777-126732-0015,a harsh laugh from comrade ossipon cut the tirade dead short in a sudden faltering of the tongue and a bewildered unsteadiness of the apostle's mildly exalted eyes,"A harsh laugh from Conrad Ossipan cut the tirade dead short in the sudden faltering of the tongue, and the bewildered unsteadiness of the Apostles' mildly exalted eyes.",0.1786,0.2745
